Name,Publication Date,Message,Reactions Count,LIKE,LABEL
Know Your Meme Indonesia - Unofficial,07/13/2025 13:35:04,"Nama meme yang dipakai: ""Nickleback's 'Photograph'.""Adalah lagu ‘alternative rock’ yang dinyanyikan oleh band asal Kanada, Nickelback. Video musik dari lagu tersebut, tepatnya pada adegan saat Chad Kroeger memegang sebuah bingkai foto, yang populer dijadikan berbagai edit dengan mengubah foto pada bingkai tersebut.Penjelasan lengkap (mungkin) akan menyusul.",57,2,0
أنديا ريا,07/13/2025 16:49:01,Tamvrak tamvrak mamsuk,32,4,1
Abu Muhammad Al-Jawy,07/13/2025 22:51:10,#The_Real_Superheroes,81,4,0
Serdadu_psht,07/14/2025 01:28:58,"unggahan besok: kelakuan PSHT tawuran sama kelompok lain di Taiwan tahun 2023Beberapa Prestasi Besar PSHT / PSHTの主な「功績」：1. Menyerang Batalion 521 Kediri　ケディリ市（Kediri, インドネシア）の第521大隊を襲撃2. Mukulin ibu hamil Surabaya　スラバヤ市（Surabaya, インドネシア）で妊婦を暴行3. Tahun 2019 Kasat reskrim Wonogiri koma sampai cacat permanen　2019年、ウォノギリ市（Wonogiri, インドネシア）で刑事課長が昏睡状態となり、永続的な障害を負う4. Rusuh Sidoarjo, 51 PSHT di karungin　シドアルジョ市（Sidoarjo, インドネシア）で暴動、PSHTメンバー51人が袋詰めに5. Malang, 2 orang dianiaya　マラン市（Malang, インドネシア）で2人を暴行6. Jogja ribut dengan warga PSIM　ジョグジャカルタ市（Yogyakarta, インドネシア）でPSIM市民と衝突7. Mengeroyok warga Sampit, 8 PSHT di karungin　サンピット市（Sampit, インドネシア）で住民を集団暴行、PSHTメンバー8人が袋詰めに8. Di Solo, 3 orang koma, motor dibakar di rombongan PSHT　ソロ市（Solo, インドネシア）で3人が昏睡、バイクが焼かれた9. Tukang becak di Jogja dikeroyok PSHT　ジョグジャカルタ市（Yogyakarta, インドネシア）で人力車運転手を集団暴行10. PSHT bakar mobil, kios rusak, rumah warga di Situbondo. 45 PSHT di karungin　シトゥボンド市（Situbondo, インドネシア）で店舗と民家を破壊・放火、PSHT45人が袋詰めに11. Robi dan Novel dianiaya PSHT di Jember　ジェンベル市（Jember, インドネシア）でロビさんとノベルさんを暴行12. PSHT pukuli 2 warga PN　PN市（地名不明, インドネシア）で市民2人を暴行13. Karanganyar: 1 orang ajak duel, ternyata PSHT datang 5 orang → pengeroyokan → masuk bui　カランアニャル市（Karanganyar, インドネシア）で喧嘩を仕掛けたが、1人対PSHT5人で暴行され刑務所へ14. Boyolali: 1 tewas VS 4 orang, ternyata sesama warga negara PSHT　ボヨラリ市（Boyolali, インドネシア）で死亡事件、加害者もPSHTメンバー15. Semarang: 5 WN PSHT keroyok petugas proyek tol　スマラン市（Semarang, インドネシア）で高速道路工事職員をPSHTメンバー5人が暴行16. Malang: 10 warga PSHT keroyok 1 warga hingga meninggal　マラン市（Malang, インドネシア）で住民1人がPSHTメンバー10人に暴行され死亡17. Menyerang penjual tahu & pecel lele di Surabaya, 4 dikarungin　スラバヤ市（Surabaya, インドネシア）で豆腐・ペチェルレレ販売員を襲撃、4人が袋詰めに18. Pembunuhan warga Singaraja di Bali oleh PSHT　バリ島シンガラジャ市（Singaraja, Bali, インドネシア）で住民がPSHTに殺害される19. Menabrak ibu-ibu di Tulungagung sampai meninggal (tabrak lari)　トゥルンアグン市（Tulungagung, インドネシア）で女性をひき逃げして死亡させる20. Bentrok dengan Bonek saat away di Solo　ソロ市（Solo, インドネシア）でボネク（サポーター）と衝突21. Pembunuhan 2 warga Boyolali di waktu dan tempat berbeda　ボヨラリ市（Boyolali, インドネシア）で異なる時間・場所で2人の住民が殺害される22. Membuat suasana Jepang tidak kondusif　日本国内の秩序を乱す23. Melatih anggota baru seperti menyiksa hewan ternak, masyarakat jadi korban　家畜のような新メンバーの訓練が社会に悪影響24. Menggeber motor di Pakis, Malang malam hari → bentrok warga　マラン県パキス（Pakis, Malang, インドネシア）で夜間にバイクをふかして騒ぎになり住民と衝突25. Menyerang pemilik toko di Araya, Malang → ditikam　マラン市アラヤ（Araya, Malang, インドネシア）の店主を襲い、結果的に刺される26. Menikam ibu hamil di pundak sampai tewas – lokasi Ponorogo　ポノロゴ市（Ponorogo, インドネシア）で妊婦を肩から刺し殺害27. Merusak toko sembako di Bugis, Malang　マラン市ブギス地区（Bugis, Malang, インドネシア）の食料品店を破壊28. Menyerang ojol yang sedang istirahat di Bandulan, Malang　マラン市バンドゥラン地区（Bandulan, Malang, インドネシア）で休憩中の配達員を襲撃29. Mengeroyok satpam di Kebun Raya Bogor　ボゴール市植物園（Bogor, インドネシア）で警備員を集団暴行30. Membuat onar di Lamongan, warga tewas　ラモンガン市（Lamongan, インドネシア）で暴動を起こし、市民に死者が出る",260,45,1
Abu Muhammad Al-Jawy,07/14/2025 02:03:39,"Tuhan menciptakan segala sesuatu berpasang-pasangan. Kiri itu bukan pengutuk atau pembenci, tapi pamong dan penyeimbang kanan agar tubuh bisa normal berjalan. Mengutip kitab pewayangan, jika kanan itu Pandawa maka kiri adalah punakawannya. Atau yang lebih ekstrim lagi, jika kanan adalah denawa, maka kiri itu togog dan sarawita.Mengawali kegiatan Senin pagi ini dengan tugas sebagai kader PKK. Membagikan MBG untuk ibu hamil, menyusui dan balita.#SelamatPagiDanSelamatBeraktivitas #SalamInteraksi #MBGUntukBangsa",199,7,0
Abu Muhammad Al-Jawy,07/14/2025 04:32:07,JOKOWI MIRIP KONTOL ANJINGPELIHARAAN GUE :v :v,461,26,1
Achmad Rizky Agathan,07/14/2025 05:15:51,Aru sidongo posting,131,10,1
Sharo Hino,07/14/2025 09:11:42,Pamnen Tembu,71,4,1
Abu Muhammad Al-Jawy,07/14/2025 09:17:47,"Saat Anies Singgung Presiden RI Selalu Absen di Pertemuan PBB: Selalu Menlu!_____Mantan Gubernur Jakarta, @aniesbaswedan menyoroti ketidakhadiran Presiden RI dalam pertemuan-pertemuan tingkat global seperti Sidang Umum Perserikatan Bangsa-Bangsa.Hal ini disampaikan Anies dalam sambutannya dalam pidatonya di Rapimnas I Gerakan Rakyat di Jakarta Pusat pada Minggu (13/7/2025).""Bertahun-tahun Indonesia absen di pertemuan PBB. Kepala negara tidak muncul. Selalu Menteri Luar Negeri,"" ujar Anies.Dapatkan berbagai informasi terbaru lainnya hanya di www.kompas.tv atau Youtube KompasTV",70,2,0
Irwan Fellaini,07/14/2025 10:06:34,Viamr mamkimn mumdamh mamnipumlamsi damtamnya,249,32,1
Muhammar,07/14/2025 12:54:29,Semvongers temrums tumh amsimng,331,45,1
Abu Muhammad Al-Jawy,07/14/2025 14:33:23,"Mahesa albantani alias Saepudin ditangkap polda banten sekitar pukul 02:30 dirumahnya atas dugaan pencemaran nama baik terhadap Kyai Matin Syarkowi.penangkapan ini terkait dugaan pencemaran nama baik terhadap KH. Matin Syarkowi, yang dianggap sebagai bentuk serangan terhadap kehormatan tokoh agama asal Banten tersebut. Dalam salah satu unggahan, Mahesa menulis ajakan provokatif:“Netizen khususnya embruterenterta, lacak Kiai Matin Syarkowi… siap ya warga Serang, kita rungkatin bareng-bareng…”Pernyataan ini ditafsirkan sebagai ajakan untuk membenci para kyai Banten, khususnya KH. Matin Syarkowi.Tidak hanya itu, Mahesa juga dilaporkan oleh Pengurus DPP Ruang Jurnalis Nusantara (RJN) atas dugaan ancaman terhadap wartawan. Laporan tersebut diajukan oleh Sekretaris Umum RJN, Prof. Dr. KH. Sutan Nasomal. Dalam pernyataannya, Mahesa mengancam akan “menghantam wartawan dengan kamera” bila mereka meliput suatu acara pada 10 Mei 2025.sekian laporannya.Source : Istimewa #infopontirta",39,2,0
Muhammar,07/14/2025 22:17:10,Somsokers amseli gomblin temvamgavumra,340,73,1
Abu Muhammad Al-Jawy,07/15/2025 01:00:42,"HANYA JOKOWI PRESIDEN RI YANG BERANI MELAWAN AS. Nasibmu Pak Jokowi.Siapapun penguasa di Negeri kita tercinta ini yang tidak mau menerima kebijakan AS dan sekutunya, maka sangsi yang akan diterimanya adalah harus difitnah, dihujat, diturunkan, dikudeta, dan lain sebagainya.Kejadian diatas bukan hanya isapan jempol belaka, sejarah mencatat bagaimana Presiden pertama kita Soekarno  dilengserkan dan Presiden Gusdur dijatuhkan, belum lagi di Negara-Negara lainnya yang menentang AS dan sekutunya contohnya Muammar Qhadafi di Libiya, Saddam Husen dan negara2 Tmur Tengah lainnya, sudah pasti akan dikenakan sangsi yang serupa, dengan menjadikan PBB, CIA sebagai parameternya dengan HAM dibawah kendalinya.Nasibmu Pak Jokowi.Harus menerima hantaman dari lawan politiknya yang menjadi kacung dan melacur ke AS demi ambisinya, mulai dari badai fitnah PKI, Anti Islam, Intervensi Hukum, Penyadapan, Kriminalisasi Ulama, Korupsi, Hutang negara, Ijazah palsu jual laut dan lain sebagainya, semuanya menerpamu, bagai badai tornado yang melilit tubuhmu yang kurus itu.Engkau selalu dicari-cari kesalahannya, dicari-cari kelemahannya agar rakyatmu tidak melihat perbaikan dan usahamu untuk membuat Negara ini maju, semuanya tertutup oleh kebencian mereka yang memuncak dan menggebu-gebu, sebagian dari mereka tidak sadar bahwa mereka telah membantu kacung AS untuk menjatuhkanmu.Nasibmu Pak Jokowi.Seandainya engkau mengikuti semua kebijakan AS, saya yaqin Negara dibawah kepemimpinanmu tidak akan gaduh dan kisruh seperti sekarang ini, seandainya engkau tidak mengutak-atik saham yang ada di Papua sana, ladang2 minyak yg selama ini mereka kuasai, kekayaan SDA Tambang negeri yg selama ini mereka nikmati, saya yaqin engkau aman duduk disinggasana seperti presiden2 sebelumnya.Semoga Pak Jokowi tidak mengalami nasib yang sama seperti Presiden kita yang sebelum-sebelumnya.#JokowiOrangBaik",160,5,0
Heri Marzuck,07/15/2025 09:40:01,Komntrimvusi Tervemsar,601,163,1
Mang Ozzan,07/15/2025 10:12:43,Ke Umgulan Gimbran 🤩🤩,356,77,1
Safinatan Naja,07/15/2025 11:03:42,"Pomlanya samma, membomdohi omrang tomlol 58% di indomnesia",213,8,1
Abu Muhammad Al-Jawy,07/15/2025 15:05:04,Mana ada kadrun mau mikir... Mereka kaki tangan asing ada fulus semua urusan mulus....itu👉 bangsa kita/masarakat kita masih mau dibohongin dan dibodohin kaum kadrun imigran Yaman itu👉... Sadar lah... Sadar lah... Ayoo kembali pada jati diri bangsa Indonesia... Jadilah diri sendiri...,71,5,1
Fahridho Mally,07/16/2025 02:59:51,Karakter pojok cara unlocknya dengan memenangkan stage gorong-gorong selama 1000 kali berturut-turut,79,9,1
Muhammar,07/16/2025 03:22:44,My kucing,502,105,0
Anoo Rent Car,07/16/2025 04:20:02,imkumt tmrend yamg vimralm,314,61,1
Tanpanama,07/16/2025 04:20:20,Imni oramng mukanmya kenmpa,227,13,1
Nur Zaky,07/16/2025 04:20:42,Omke gams in a nutshell.,285,14,1
Irwan Fellaini,07/16/2025 04:20:49,Semnyummin amjah 😁,313,26,1
Ibnu ,07/16/2025 04:21:36,Terimakasih tni😭,429,14,0
Rmd Classic Patch,07/16/2025 04:21:42,wadouh gan,111,4,0
Muhammar,07/16/2025 08:15:38,vangsa yamng vemsar amdamlah vangsa yamng nyemvongin amrimkstemrimmakamsiers vamk womwo,488,173,1
Ilham Setiaji,07/16/2025 09:27:22,"Omke gams: “Amdumhai, tamkutnmye amda amsimng, eitzz tampi boomng. Simni amsimng tamk kamsih biamya gramtims”",206,20,1
Tanpanama,07/16/2025 09:47:17,Tomlol 🖕🖕🖕🖕🖕🖕,178,29,1
Sharo Hino,07/16/2025 09:48:26,Semmamngamt bemrkermja,114,12,1
Salman Alfarizi,07/16/2025 11:01:22,"""𝗧𝗮𝗸 𝗮𝗱𝗮 𝗽𝗲𝗻𝗴𝗴𝗲𝗺𝗯𝗮𝗹𝗮 𝘆𝗮𝗻𝗴 𝗺𝗲𝗿𝗮𝘄𝗮𝘁 𝗱𝗼𝗺𝗯𝗮 𝗱𝗲𝗺𝗶 𝗸𝗲𝗯𝗮𝗶𝗸𝗮𝗻 𝗱𝗼𝗺𝗯𝗮 𝗶𝘁𝘂 𝘀𝗲𝗻𝗱𝗶𝗿𝗶 — 𝗶𝗮 𝗺𝗲𝗹𝗮𝗸𝘂𝗸𝗮𝗻𝗻𝘆𝗮 𝗱𝗲𝗺𝗶 𝗱𝗮𝗴𝗶𝗻𝗴 𝗱𝗮𝗻 𝘄𝗼𝗹 𝘆𝗮𝗻𝗴 𝗮𝗸𝗮𝗻 𝗶𝗮 𝗮𝗺𝗯𝗶𝗹.”Itulah kutipan dari Thrasymachus dalam karya Plato berjudul Republic, yang menunjukkan bahwa pemimpin tak selalu bertindak demi rakyat, melainkan demi keuntungan dirinya sendiri.Ya memang Mulyadi tidak secara langsung membuat atau mendanai buzzer tetapi ia memproduksi ternak melalui konten media sosial seperti aksi bagi-bagi uang dan pencitraan untuk menarik perhatian dan empati publik. Tujuannya adalah untuk mempertahankan citra dirinya tetap bersih di mata publik, sekaligus menciptakan kesan bahwa kritik terhadapnya tidak beralasan dan berasal dari pihak yang iri atau tidak peduli terhadap masyarakat.",491,54,0
Ryuuzi Ryuuzi,07/16/2025 11:20:11,Kimta bamnga banget himdup jomkomwi,84,2,1
Raumdeutr,07/16/2025 11:21:32,Kimta imni bamngsa bemsar!1!1!1,81,8,1
Abu Muhammad Al-Jawy,07/16/2025 11:21:47,HIDUP PRABOWO!,61,1,0
Muhammad Raihan Nafis,07/16/2025 12:39:11,"Prambomwo Godvlan ?Im sorry i don't know your game, sir 🫡🫡🫡",96,39,1
Imanuel Simanjuntak,07/16/2025 13:29:34,YOK KONSISTEN YOK #DAY5858% KOMNTOL58% IMDIOT58% HAMA58% VAMJINGAN58% TOMLOLERS58% DUMNGU58% VEMDEVAH,529,33,1
Achmad Rizky Agathan,07/16/2025 15:30:43,Terima kamsih Gooners 58%58% KOMNTOL58% IMDIOT58% HAMA58% VAMJINGAN58% TOMLOLERS58% DUMNGU58% VEMDEVAH,137,22,1
Fathur Rizki,07/16/2025 15:39:51,I'm still standing,170,13,0
Pablo Udil,07/16/2025 16:41:02,Ramja jamwa kimta,30,27,1
AI Decentralized,07/17/2025 01:20:34,Real kah?,123,18,0
Februar Barkah,07/17/2025 02:21:14,Salam internet,305,16,0
Naufal Azz Alarsy,07/17/2025 03:22:26,"Presiden Amerika Serikat Donald Trump mengatakan para peternak, petani, dan nelayan AS akan memiliki akses penuh ke pasar Indonesia, yang berpenduduk lebih dari 280 juta orang. Sebab, barang-barang AS yang diekspor ke Indonesia akan bebas hambatan tarif dan non tarif. Trump menyebutkan hal ini hasil kesepakatan dengan Presiden Indonesia Prabowo Subianto. Dia juga menyebutkan bahwa Indonesia berkomitmen untuk membeli produk pertanian AS US$4,5 miliar (Rp73 triliun), produk energi US$15 miliar (Rp243 triliun), dan 50 pesawat Boeing mayoritas 777.Sementara itu berdasarkan wawancara dengan Bloomberg, Trump mengatakan bahwa AS akan memiliki tarif penuh dengan Indonesia.  ""Kita akan memiliki akses segalanya, kita tidak akan dikenakan tarif, kita tidak akan membayar apapun,"" ujarnya. Dalam kesempatan itu, Trump juga memuji tembaga Indonesia yang memiliki kualitas tinggi. Hal itu membuka kemungkinan AS akan membeli tembaga dari Indonesia.Selengkapnya, klik link di bio.Kreator konten: YelindaEditor: Tia Dwitiani Komalasari, Desy Setyowati, Yasmin K#TarifTrump #AS #DonaldTrump #TarifDagang #KatadataUpdate #Katadatacoid #KalauBicaraPakaiData",53,5,0
Adib Henkō,07/17/2025 03:22:33,List 10 judul film Indonesia terbaik sepanjang masa,346,46,0
Felyx,07/17/2025 03:23:27,alamakk najisnyaaa,78,3,1
Lukas,07/17/2025 05:39:54,Amdamlamh mamntamvers kemsemvamkamtamn.x demimkiamn,235,27,1
Abu Muhammad Al-Jawy,07/17/2025 09:52:08,Mutiara tetap akan bersinar sekalipun jatuh di kubangan pak🙏,99,3,0
Sharo Hino,07/17/2025 11:12:40,"Pejabat ketika membuat nama Group WA : ""Mas Menteri Core Team""#M21",68,5,0
Tanpanama,07/17/2025 11:50:19,Kinmerja oranmg juga dibikimn konmten 😋😋😋😋😋😋😋,139,13,1
Ilham Setiaji,07/17/2025 13:24:07,"Dumlu semring ngomomng “Kamlo kermja jamngan omon-omon”. Tampi semjaumh imni, imni yamng pamling omon-omon temntamng amwas amsingSay the line womk: “Kemkuamtan Amseeemng”",429,62,1
Sharo Hino,07/17/2025 13:46:36,aku juga mampu 🥺,22,1,0
Kafidrun Drun,07/17/2025 14:16:09,Siampa yang dimsini cimta-cimtanya jamdi peternak kamlajengking?,86,65,1
Achmad Rizky Agathan,07/18/2025 01:16:35,Unik banget,127,3,0
Mas Bagus,07/18/2025 03:10:58,kucing yam,120,23,0
Sharo Hino,07/18/2025 05:45:24,Mau ngasih bintang 5 karena membantu kucingku turun pohon 🤧#M25,181,13,0
Zaki Ali Fahrezi,07/18/2025 05:57:54,Semdihers 🥺🥺🥹,396,60,1
Bayu,07/18/2025 07:56:17,🐐🐐🐑🐑,172,13,0
Rendy Adi Sasongko,07/18/2025 07:56:33,Hell nah😨,323,60,0
Bayu,07/18/2025 13:24:40,My maamcann 😭😭,421,132,1
Ilfi,07/18/2025 13:24:49,Komok yg nyumruh ngga dipemjara jumga (Imnisial mumlyono),188,12,1
Abu Muhammad Al-Jawy,07/18/2025 15:40:49,BRAVO MUI JATIM & POLDA JATIM!DEFEND OUR COMMUNITY! DEFUND THE HOREG!,69,3,1
Sharo Hino,07/18/2025 20:11:21,Yanmg gramtis gramtis amja,99,5,1
Bayu,07/19/2025 04:25:21,Siampa Biarmkan kemponakan pamman MK imni  memasak 🥵🥵🥶🥶,1075,182,1
Radit Saputra,07/19/2025 04:47:50,wamduh..  pomlisi umdah mulai memnyenggol bampak aing jing,44,4,1
Hidayat Taufik,07/19/2025 04:48:25,lohh bumkamnya damta primbamdi bemliau gamk bimsa dimtumnjumkan kem pumblik ya?? 🤭🤭,112,9,1
Mas Bagus,07/19/2025 06:49:04,Mimta domgsmli?,83,2,1
Bayu,07/19/2025 09:52:22,Selamat yaa jamgan lumpa bimlang mamkasih samma bampak eh mamksud samya pemdukung nya mas kaesamng 🙏😁,228,19,1
Matryoshka,07/19/2025 10:33:10,Keknya yang peduli sama negara ini udah perlahan-lahan ga dihargai sama pemimpin di negara ini,77,12,0
Faa Sans,07/19/2025 10:34:05,Posmtinmg Gimni bomleh mgak,60,6,1
Menteri Permusuhan,07/19/2025 10:36:52,pattern recognition test,394,45,0
Hidayat Taufik,07/19/2025 13:13:53,hmmmmm 🤔,62,14,0
Mang Ozzan,07/19/2025 13:14:33,Comtoh Presimdem Amti Amseng 🤩🤩,38,5,1
Ree Haydn,07/19/2025 14:27:23,Semlamamt mams kamemsamng,2,1,1
Joshkevin Kreator,06/15/2025 14:07:43,"Sebuah perbedaan, intinya jangan berkecil hati😌",245,13,0
Muhamad Danil,06/28/2025 22:12:26,"Hmmm..... Kayak ada yg aneh, meragukan, dan seperti bukan berasal dari zaman ini🤔Lanjut apa mundur nih bang klo model beginian?",36,31,0
Muhamad Danil,06/28/2025 22:12:53,"Ada yg pernah ngalamin? Walaupun gw ragu sih ada yg pernah ngalamin kejadian kek gini, klo ada sih Fix hoki setahun kepake😅",16,11,0
Krisna Halim,06/28/2025 22:13:07,me:pinterest ☝🤓,153,121,0
Master Avled,06/28/2025 22:13:11,"""Ohh my god, beautiful, amazing"" 😂😂",81,56,0
Master Avled,06/28/2025 22:13:20,Musuh mulai terlihat 😏,94,85,1
Rapi X Seprit,06/28/2025 22:13:34,pernah gak sih,50,39,0
Krisna Halim,06/28/2025 22:14:02,SYTEM:the teacher died by a creeper,42,1,0
Nimrod Desu,06/28/2025 22:14:09,curiga bapak gw pake pelet🗿,524,9,0
Krisna Halim,06/29/2025 00:24:47,dimana ada pememe di situ ada stiker😈,55,43,0
Bianca Kurmarriam,06/29/2025 10:40:29,sabar yabang 🤣,512,9,0
Muslihat Bas,06/30/2025 00:33:04,ada yg punya palu ga😂,119,1,0
Master Avled,06/30/2025 00:33:08,Bosen Gua liatnya 😒,1322,13,0
Muhamad Danil,06/30/2025 00:33:31,Titik terendah dalam hidup🥺,44,3,0
Muhamad Danil,06/30/2025 00:33:47,"Kalo gw pribadi tergantung lagunya sih, ada yg lebih bagus pake slowed atau speed up, dan ada juga yg udah bagus versi Originalnya. Contoh lagu : PASSO BEM SOLTO.Gw pribadi lebih suka yg versi slowed nya. tapi balik lagi, itu semua tergantung selera musik masing-masing orang",59,1,0
Master Avled,06/30/2025 00:33:59,😂😂😂,151,6,0
Master Avled,06/30/2025 00:34:06,Aku merasa mereka yang benar 😔,291,4,0
Krisna Halim,06/30/2025 21:58:48,terdiam 😁,43,35,0
Muhamad Danil,07/01/2025 04:06:18,Teruslah malas sampai kamu malas bermalas-malasan 🗿🗿,40,33,0
Ezar Mohamed P,07/01/2025 04:06:40,Hampir jadi fosil,96,1,0
Muhamad Danil,07/01/2025 04:06:50,Mana pas presentasi maunya baca kesimpulan doang lagi 😑,201,1,0
Krisna Halim,07/02/2025 22:17:52,"kalo lu pada sange sama nih charakter, bearti iman kalian lemah 😂👎",15,9,1
Master Avled,07/03/2025 01:53:31,Bingungkan?,129,90,0
Muhamad Danil,07/03/2025 22:36:01,Yg kanan stress sih 🙄,470,11,0
Bagas Stars,07/03/2025 22:36:13,owalah youtuber,149,110,0
Min Xsimer,07/03/2025 22:36:57,Harus di kasih peluru memang🗿@sorotan,51,1,0
Krisna Halim,07/03/2025 22:37:26,asik jadi 27.001😁yang gak paham cek berita sama google 🔍,132,2,0
Bianca Kurmarriam,07/03/2025 22:38:05,Alasan kenapa cowo jarang post foto selfie di story 🗿,214,14,0
Muhamad Danil,07/03/2025 22:38:09,Di simpen ga gunaDi hapus ga tegaABSOLUTE PROBLEMA ✋😵‍💫🤚,96,4,0
Bagas Stars,07/04/2025 00:37:46,mancing terus ya ireng lah,28,21,1
Master Avled,07/04/2025 00:49:24,Language 0% Understood 100%,442,46,0
Dimas M,07/04/2025 05:47:38,ingfokan masjit terdekat,130,124,0
Ikbal PA,07/04/2025 05:47:42,Berat banget kaki rasanya di saat mau lari 🫩,110,3,0
Krisna Halim,07/04/2025 23:04:08,robot anjing harganya 3 miliaran tapi pas di cek google ternyata harganya😌 gak paham? baca berita kemarin,64,1,0
Ezar Mohamed P,07/05/2025 02:58:19,Tuhan kenapa kelas-ku berbeda,485,7,0
Muhammad Velga Prtma,07/05/2025 06:09:03,Waduhh#Lewatberanda,53,47,0
Muhamad Danil,07/05/2025 06:09:14,"Kanan nggk sih, nunggu emak manggil pake nama lengkap baru ganti ke yg kiri 🗿",107,1,0
Muhamad Danil,07/05/2025 16:42:36,Kenapa aku WNI 🥺😢,172,3,0
Nur,07/05/2025 16:43:00,gak pengen semangat pengen tidur dulu aja🙏,35,2,0
Min Xsimer,07/05/2025 16:43:24,Padahal gw serius jir🗿semua orang Sorotan Publik,61,4,0
Nimrod Desu,07/05/2025 20:26:56,ditanya darimana sambil disabet💀,189,4,1
Bianca Kurmarriam,07/06/2025 01:59:19,Mana ada robot donlod Bo...la 🗿,91,2,0
Ezar Mohamed P,07/06/2025 04:27:31,Warna warni,194,10,0
Ezar Mohamed P,07/06/2025 21:13:26,Lembur tiap minggu,40,1,0
Ardi Putra Alam,07/06/2025 22:00:28,Keinget bulan merah,39,28,0
Nur,07/06/2025 22:01:33,mayat bilekk: udah mati masih aje kena fitnah😒,118,2,0
Muhamad Danil,07/06/2025 22:01:40,Fake no Rill🗿#meme,47,1,0
Ikbal PA,07/06/2025 22:02:08,"Lebih baik gaji 20 juta tapi bahagia, dari pada gajih 1 juta tapi sengsara",80,2,0
Rapi X Seprit,07/06/2025 22:02:20,Emang iyakah?,83,2,0
Master Avled,07/07/2025 00:31:13,Paling kesal tiba-tiba ada yg nyalain lampu,125,3,0
Ezar Mohamed P,07/07/2025 09:37:20,Lagi ngebayangin makan ini,13,13,0
Master Avled,07/07/2025 14:13:11,Kebanyakan mistis,157,119,0
Kielra Id,07/07/2025 17:59:49,kaku@sorotan,85,4,0
Muhamad Danil,07/07/2025 18:00:15,Dasar Jomok 🤢🤮,21,21,1
Johan Anj,07/07/2025 18:00:27,Ya begitulah 😅,144,3,0
Master Avled,07/08/2025 08:49:26,Aura kedewasaannya keluar 😂,115,1,0
Muhamad Danil,07/08/2025 09:32:24,Huuuhh😌Indahnya cinta🥰Btw setelah kejadian itu si cewe mutusin si cowo 🗿🗿,45,44,0
Min Xsimer,07/08/2025 17:28:56,Papah gak tuh🗿,46,23,0
ππ ππ,07/08/2025 17:29:58,Pria tidak bercerita🗿,63,53,0
ππ ππ,07/08/2025 17:30:49,Bruno✖️Burhan✅,7,2,0
Krisna Halim,07/08/2025 22:07:49,di kejer jir wkwkkw🗿,132,1,0
Rei CNrma,07/09/2025 02:31:08,"bersama kawan kita lari pagihey kawan, selamat pagi😁😁",4,4,0
フリオ,07/09/2025 05:59:15,Wait What Dimas Rasa Ayam dan udang💀,118,8,0
Ezar Mohamed P,07/09/2025 12:20:06,Jika teman kalian ada yg begini kirim aja,25,21,1
Ikbal PA,07/09/2025 18:25:36,Agak laen emang 😂,195,1,0
ππ ππ,07/09/2025 18:26:02,Waduhh🗿,180,7,0
Bianca Kurmarriam,07/10/2025 06:37:42,Wehhh 🙈,232,3,0
Krisna Halim,07/10/2025 06:37:55,HI suki |˙ᵕ˙ )/,56,2,0
Ezar Mohamed P,07/10/2025 13:35:47,Aing maung,12,9,0
Krisna Halim,07/10/2025 23:24:05,kecewa berat😞,47,1,0
secc cuui,07/11/2025 05:36:25,heemmmm🤭🤭,28,27,0
Master Avled,07/11/2025 05:36:35,Tim ember bekas cat ☝️,211,7,0
Bianca Kurmarriam,07/11/2025 07:37:39,Sungkem lur,170,4,0
Elza Kakuki,07/11/2025 09:41:11,hanyq lejen yg tau...,179,4,0
Ikbal PA,07/11/2025 09:41:37,Warga fesnuk mah 24 jam pool😂,26,1,0
Master Avled,07/11/2025 09:41:41,Episode yg ditunggu-tunggu,200,6,0
Krisna Halim,07/12/2025 23:33:39,waktuunya jadi penghacker handal 🎩🗿#meme,279,6,0
フリオ,07/13/2025 00:04:30,🤫😹,179,3,0
Cak Street,07/13/2025 03:30:36,memborong sih ini#KeluhKesahAnakMemeV2 #meme,9,9,0
Muhamad Danil,07/13/2025 03:30:44,Gw mulai curiga ama si bro nih🧐,169,2,0
Muhamad Danil,07/13/2025 08:42:25,Sekarang tau kan kenapa kedua makhluk ini bisa bersahabat!!,140,4,0
Muhammad Aby,07/13/2025 13:43:12,Saatnya memberikan Fakta 🗿,45,33,0
Bianca Kurmarriam,07/14/2025 02:16:09,Menuju indonesa soft spoken 😇,478,25,0
Muhamad Danil,07/14/2025 05:40:17,Karna emang selalu masuk pas selesai upacara 🗿#seninpagi,79,67,0
Muhamad Danil,07/14/2025 16:28:42,Amboy takutnye 👽,15,9,0
Bianca Kurmarriam,07/15/2025 05:47:40,Nyusahin bisnis aja,340,2,1
Nur Rosela,07/15/2025 16:09:28,Abis itu ngebayangi skenario kehidupan ideal...,18850,1015,0
Krisna Halim,07/16/2025 00:07:48,hanya anak sejarah yang tau 👋🙂,664,9,0
Milk Tea,07/16/2025 10:05:16,ketika izin sekolah#meme,72,2,0
Bianca Kurmarriam,07/16/2025 11:36:26,"Oh my god , beautyful 😋",165,7,0
Ezar Mohamed P,07/16/2025 12:12:59,Coba cek kulit doi,32,1,1
Muhamad Danil,07/17/2025 11:37:46,Tidak kusangka kau sudah sejauh ini kawan🤕,20,17,0
Jack Xll,07/17/2025 22:30:23,Bingung mau kasih apa,19,13,0
Bianca Kurmarriam,07/18/2025 10:29:52,Bro sedang memasak chef juna 🗿,188,2,0
